"Stanje","Pregledi","Cijena","Proizvodjac","Model","Gorivo","Godiste","Transmisija","Kilometraza","Kubikaza","Snaga motora (KW)","Broj vrata"
"Koristeno","238","7990","Peugeot","407","Dizel","2008","Manuelni","300000","2.0","103","4/5"
"Koristeno","109","","Renault","Scenic","Dizel","2010","Manuelni","233000","1.5","78","4/5"
"Koristeno","6382","","Volkswagen","Golf","Dizel","2016","Manuelni","270000","2.0","135","4/5"
"Koristeno","157","57900","Mercedes-Benz","E 200","Dizel","2018","Automatik","101000","2.0","110","4/5"
"Koristeno","2159","14500","Citroen","C5","Dizel","2013","Manuelni","295000","2.0","103","4/5"
"Koristeno","2995","3000","Ford","Focus","Dizel","2002","Manuelni","245000","1.8","66","4/5"
"Koristeno","390","","Mercedes-Benz","E 220","Dizel","2010","Automatik","230132","2.2","125","4/5"
"Koristeno","8098","74500","Audi","A6","Dizel","2019","Automatik","129500","3.0","170","4/5"
"Koristeno","3411","5000","Volkswagen","Golf","Dizel","2004","Manuelni","300000","1.9","50","4/5"
"Koristeno","196","12700","Volkswagen","Golf","Dizel","2011","Manuelni","262329","1.6","77","4/5"
"Koristeno","2816","5200","Volkswagen","Passat","Dizel","2001","Automatik","356000","1.9","96","4/5"
"Koristeno","10174","64900","Audi","Q7","Dizel","2015","Automatik","222000","3.0","272","4/5"
"Koristeno","15212","47500","Mercedes-Benz","E 220","Dizel","2016","Automatik","244000","2.2","143","4/5"
"Koristeno","485","5000","BMW","320","Dizel","2002","Manuelni","310000","2.0","100","4/5"
"Koristeno","1920","23500","Volkswagen","Tiguan","Dizel","2012","Automatik","205600","2.0","103","4/5"
"Koristeno","1003","6999","Toyota","Aygo","Benzin","2011","Manuelni","179000","1.0","50","2/3"
"Koristeno","3089","16400","Toyota","RAV 4","Dizel","2009","Manuelni","261000","2.2","110","4/5"
"Koristeno","750","5200","Audi","A6","Dizel","2002","Automatik","250000","2.5","132","4/5"
"Novo","8495","34990","Suzuki","Ignis","Benzin","2023","Manuelni","0","1.2","67","4/5"
"Koristeno","15916","21499","Audi","A5","Dizel","2010","Manuelni","237000","2.0","125","4/5"
"Koristeno","4207","10500","Volkswagen","Golf","Dizel","2012","Manuelni","265000","1.6","77","4/5"
"Novo","9311","","Suzuki","Vitara","Hibrid","2024","Automatik","2","1.4","95","4/5"
"Koristeno","566","42980","Peugeot","2008","Dizel","2021","Automatik","90768","1.5","96","4/5"
"Koristeno","820","14800","Ssangyong","Rodius","Dizel","2005","Automatik","215000","2.7","121","4/5"
"Novo","3467","31290","Suzuki","Swift","Benzin","2023","Manuelni","5","1.2","61","4/5"
"Koristeno","6090","37500","BMW","X1","Dizel","2016","Automatik","157000","2.0","110","4/5"
"Koristeno","869","","Skoda","Octavia Scout","Dizel","2019","Automatik","199000","2.0","110","4/5"
"Koristeno","240","10999","Volkswagen","Passat","Dizel","2009","Manuelni","270000","2.0","81","4/5"
"Koristeno","1640","9600","Volkswagen","Passat","Dizel","2009","Manuelni","285000","2.0","81","4/5"
"Koristeno","372","38999","Opel","Mokka","Benzin","2023","Manuelni","400","1.2","74","4/5"
"Koristeno","6839","20990","Renault","Megane","Dizel","2019","Manuelni","161200","1.5","70","4/5"
"Novo","10092","","Suzuki","SX4 S-Cross","Benzin","2024","Automatik","3","1.4","95","4/5"
"Koristeno","1519","52000","Volkswagen","Tiguan","Dizel","2018","Automatik","223000","2.0","110","4/5"
"Koristeno","1006","8500","Volkswagen","Golf Plus","Dizel","2005","Manuelni","280000","1.9","77","4/5"
"Koristeno","26550","27500","BMW","530","Dizel","2012","Automatik","271000","3.0","190","4/5"
"Koristeno","718","35550","Opel","Crossland X","Benzin","2023","Manuelni","300","1.2","81","4/5"
"Koristeno","9314","34900","Mazda","CX-5","Dizel","2018","Manuelni","252000","2.2","110","4/5"
"Koristeno","11069","49990","Mercedes-Benz","GLC 220","Dizel","2016","Manuelni","227000","2.2","125","4/5"
"Koristeno","975","39990","Volkswagen","Tiguan","Dizel","2018","Automatik","173500","2.0","110","4/5"
"Koristeno","561","41980","Seat","Ateca","Dizel","2019","Automatik","97488","1.6","85","4/5"
"Koristeno","448","17650","Skoda","Rapid","Dizel","2016","Manuelni","175100","1.6","85","4/5"
"Koristeno","18374","17900","Skoda","Octavia","Dizel","2014","Manuelni","284000","1.6","77","4/5"
"Koristeno","3928","33500","Volkswagen","Touareg","Dizel","2011","Automatik","255000","3.0","245","4/5"
"Koristeno","1499","38900","Mercedes-Benz","B 200","Dizel","2019","Automatik","169000","2.0","110","4/5"
"Koristeno","496","85980","Volvo","XC 60","Dizel","2020","Automatik","32827","2.0","145","4/5"
"Koristeno","1712","17600","Ford","Kuga","Dizel","2012","Automatik","230000","2.0","103","4/5"
"Koristeno","1594","33900","Audi","A4","Dizel","2016","Automatik","170000","2.0","140","4/5"
"Koristeno","12862","39950","Volkswagen","Tiguan","Dizel","2019","Automatik","236000","2.0","110","4/5"
"Koristeno","1348","17900","Mercedes-Benz","E 250","Dizel","2012","Manuelni","316000","2.2","150","4/5"
"Koristeno","14916","","Peugeot","508","Dizel","2013","Automatik","194000","2.0","120","4/5"
"Koristeno","4740","83000","Audi","A6","Dizel","2018","Automatik","198","3.0","210","4/5"
"Koristeno","711","18900","Mercedes-Benz","C 250","Dizel","2011","Automatik","240000","2.2","150","4/5"
"Koristeno","1196","94500","BMW","530","Dizel","2020","Automatik","120350","3.0","210","4/5"
"Koristeno","6754","23990","Volkswagen","Passat","Dizel","2017","Automatik","333000","1.6","88","4/5"
"Koristeno","1895","4700","Fiat","Panda","Benzin","2011","Manuelni","125000","1.3","55","4/5"
"Koristeno","4539","7600","Peugeot","207","Dizel","2009","Manuelni","192842","1.6","80","4/5"
"Koristeno","5564","48900","Skoda","Superb","Dizel","2018","Automatik","167400","2.0","140","4/5"
"Koristeno","2053","12800","Seat","Altea XL","Dizel","2013","Manuelni","239000","1.6","77","4/5"
"Koristeno","13937","","Mercedes-Benz","GLC 220","Dizel","2020","Automatik","122000","2.0","143","4/5"
"Koristeno","331","34900","Nissan","Qashqai","Dizel","2019","Automatik","152000","1.6","96","4/5"
"Koristeno","7413","71900","Audi","A6","Dizel","2021","Automatik","137000","2.0","150","4/5"
"Koristeno","6338","57500","Audi","Q5","Dizel","2017","Automatik","170000","2.0","120","4/5"
"Koristeno","4265","70900","Volkswagen","Tiguan","Dizel","2021","Automatik","83300","2.0","147","4/5"
"Novo","432","49813","Skoda","Octavia","Benzin","2024","Manuelni","1","1.5","110","4/5"
"Koristeno","1606","22000","Skoda","Octavia","Dizel","2016","Automatik","227400","1.6","81","4/5"
"Koristeno","551","16900","Peugeot","308","Dizel","2016","Manuelni","171000","1.6","88","4/5"
"Koristeno","3575","69900","Volkswagen","Arteon","Dizel","2020","Automatik","54500","2.0","140","4/5"
"Koristeno","6594","18999","Volkswagen","Golf","Dizel","2013","Manuelni","174200","1.6","66","4/5"
"Koristeno","1799","72900","Volkswagen","Tiguan","Dizel","2020","Automatik","127700","2.0","140","4/5"
"Koristeno","6856","43900","Volkswagen","Arteon","Dizel","2017","Automatik","239000","2.0","110","4/5"
"Koristeno","1368","19400","BMW","X1","Dizel","2009","Automatik","220000","2.0","150","4/5"
"Koristeno","1711","41500","Audi","A4","Dizel","2018","Automatik","154200","2.0","110","4/5"
"Koristeno","109","52900","Volkswagen","Arteon","Dizel","2018","Automatik","139000","2.0","110","4/5"
"Koristeno","252","17500","Peugeot","2008","Dizel","2015","Manuelni","260000","1.6","84","4/5"
"Koristeno","5041","36500","Hyundai","Tucson","Dizel","2016","Manuelni","139000","2.0","100","4/5"
"Novo","5547","113606","Skoda","Enyaq","Elektro","2023","Automatik","1","1.0","150","4/5"
"Koristeno","7624","20900","Mercedes-Benz","A 180","Dizel","2013","Manuelni","243000","1.8","100","4/5"
"Koristeno","4413","42600","Volkswagen","Golf","Dizel","2020","Manuelni","159000","2.0","85","4/5"
"Koristeno","769","15999","Peugeot","308","Dizel","2016","Automatik","277000","1.6","88","4/5"
"Koristeno","357","9500","Skoda","Roomster","Dizel","2011","Manuelni","250000","1.2","55","4/5"
"Koristeno","11002","58000","BMW","X5","Dizel","2014","Automatik","250000","3.0","190","4/5"
"Koristeno","351","52900","Skoda","Kodiaq","Dizel","2020","Automatik","140000","2.0","110","4/5"
"Koristeno","447","25900","Volkswagen","Tiguan","Dizel","2013","Automatik","214166","2.0","103","4/5"
"Koristeno","5362","40990","Volkswagen","T-Roc","Dizel","2019","Manuelni","190000","2.0","110","4/5"
"Koristeno","5170","","Mercedes-Benz","CLS 250","Dizel","2014","Automatik","225000","2.2","150","4/5"
"Koristeno","7586","13500","BMW","320","Dizel","2009","Manuelni","270000","2.0","105","4/5"
"Koristeno","833","21900","Volkswagen","Golf","Dizel","2015","Manuelni","214523","1.6","81","4/5"
"Koristeno","11184","33500","BMW","318 Gran Turismo","Dizel","2016","Manuelni","160000","2.0","100","4/5"
"Novo","5723","93957","Skoda","Enyaq","Elektro","2023","Automatik","1","0.6","132","4/5"
"Koristeno","2940","18000","Mercedes-Benz","E 200","Dizel","2010","Automatik","294000","2.0","100","4/5"
"Koristeno","419","2600","Renault","Laguna","Dizel","2003","Manuelni","263000","1.9","79","4/5"
"Koristeno","513","31000","Audi","Q5","Dizel","2013","Automatik","297300","3.0","180","4/5"
"Koristeno","5368","64500","Skoda","Kodiaq","Dizel","2019","Automatik","109000","2.0","140","4/5"
"Koristeno","2342","10300","Dacia","Sandero","Benzin","2012","Manuelni","117000","1.6","62","4/5"
"Koristeno","1673","","Skoda","Octavia","Dizel","2019","Manuelni","332500","1.6","85","4/5"
"Novo","1669","","Skoda","Kodiaq","Dizel","2024","Automatik","1","2.0","147","4/5"
"Koristeno","313","","Citroen","C3","Benzin","2011","Manuelni","202348","1.4","70","4/5"
"Koristeno","462","35000","Audi","A7","Dizel","2011","Automatik","239000","3.0","150","4/5"
"Koristeno","23282","235000","BMW","M8","Benzin","2020","Automatik","55000","4.4","460","4/5"
"Koristeno","7328","44999","Volkswagen","Arteon","Dizel","2018","Automatik","291000","2.0","110","4/5"
"Koristeno","2620","13300","Renault","Captur","Dizel","2014","Manuelni","240000","1.5","66","4/5"
"Koristeno","348","24950","Volkswagen","Passat","Dizel","2015","Automatik","237000","2.0","110","4/5"
"Koristeno","709","8800","Fiat","Grande Punto","Dizel","2011","Manuelni","260000","1.3","68","4/5"
"Koristeno","1558","9999","Opel","Insignia","Dizel","2009","Manuelni","320000","2.0","96","4/5"
"Novo","874","68551","Skoda","Karoq","Benzin","2024","Automatik","1","1.5","110","4/5"
"Koristeno","2053","26000","BMW","120","Dizel","2010","Automatik","181150","2.0","105","2/3"
"Koristeno","1443","16700","Fiat","Tipo","Dizel","2017","Manuelni","109000","1.6","88","4/5"
"Koristeno","5577","44500","Audi","A6","Dizel","2018","Automatik","251000","2.0","110","4/5"
"Koristeno","1314","14900","Volkswagen","Golf","Dizel","2012","Manuelni","230237","1.6","0","4/5"
"Koristeno","1446","26500","Volkswagen","Tiguan","Dizel","2011","Automatik","170000","2.0","103","4/5"
"Koristeno","408","8300","Opel","Corsa","Dizel","2011","Manuelni","187214","1.3","70","4/5"
"Koristeno","7931","77000","Audi","Q5","Dizel","2021","Automatik","167200","2.0","150","4/5"
"Koristeno","123","14500","Audi","A3","Dizel","2011","Manuelni","230000","2.0","103","4/5"
"Koristeno","1815","13990","Volkswagen","Golf","Dizel","2012","Manuelni","255000","1.6","77","4/5"
"Novo","1328","","Skoda","Scala","Benzin","2024","Automatik","1","1.0","85","4/5"
"Koristeno","472","25999","BMW","525","Dizel","2010","Automatik","252000","3.0","150","4/5"
"Koristeno","5470","29850","Volkswagen","Golf","Benzin","2013","Automatik","269000","2.0","163","4/5"
"Koristeno","1530","13800","Volkswagen","Golf","Dizel","2010","Manuelni","233000","2.0","81","4/5"
"Koristeno","623","15900","MINI","Cooper S","Benzin","2012","Manuelni","228000","1.6","135","2/3"
"Koristeno","121","29900","Audi","A3","Dizel","2017","Automatik","188000","1.6","85","4/5"
"Koristeno","11550","39500","Land Rover","Range Rover Evoque","Dizel","2012","Automatik","204000","2.2","140","4/5"
"Koristeno","6411","31000","Volkswagen","Golf","Dizel","2020","Manuelni","166000","1.6","85","4/5"
"Koristeno","26278","15000","Skoda","Rapid","Dizel","2015","","186000","1.6","77","4/5"
